antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'ASPECT_PRICE'}),"frozenset({'ASPECT_SERVICE', 'ASPECT_AMENITIES'})",0.14301191765980498,0.03683640303358613,0.031960996749729145,0.2234848484848485,6.066956327985741,1.0,0.026692952112206535,1.2403667785323573,0.9745441299363603,0.21611721611721618,0.19378685618843103,0.545565953654189
"frozenset({'ASPECT_SERVICE', 'ASPECT_AMENITIES'})",frozenset({'ASPECT_PRICE'}),0.03683640303358613,0.14301191765980498,0.031960996749729145,0.8676470588235294,6.06695632798574,1.0,0.026692952112206535,6.475021066570363,0.8671140683685725,0.21611721611721618,0.8455603480330185,0.545565953654189
"frozenset({'ASPECT_SERVICE', 'ASPECT_CLEANLINESS'})",frozenset({'ASPECT_FOOD'}),0.08342361863488625,0.10834236186348863,0.040628385698808236,0.487012987012987,4.49512987012987,1.0,0.03159007382070572,1.7381680540888955,0.8483057525610718,0.2688172043010753,0.42468163671079834,0.4310064935064935
frozenset({'ASPECT_FOOD'}),"frozenset({'ASPECT_SERVICE', 'ASPECT_CLEANLINESS'})",0.10834236186348863,0.08342361863488625,0.040628385698808236,0.375,4.49512987012987,1.0,0.03159007382070572,1.466522210184182,0.8720129607128393,0.2688172043010753,0.3181146572104019,0.4310064935064935
frozenset({'ASPECT_SERVICE'}),"frozenset({'ASPECT_FOOD', 'ASPECT_CLEANLINESS'})",0.3477789815817985,0.040628385698808236,0.040628385698808236,0.11682242990654207,2.8753894080996885,1.0,0.0264986870971642,1.0862726214838891,0.9999999999999999,0.11682242990654207,0.07942078238705627,0.5584112149532711
"frozenset({'ASPECT_FOOD', 'ASPECT_CLEANLINESS'})",frozenset({'ASPECT_SERVICE'}),0.040628385698808236,0.3477789815817985,0.040628385698808236,1.0,2.8753894080996885,1.0,0.0264986870971642,inf,0.6798418972332014,0.11682242990654207,1.0,0.5584112149532711
"frozenset({'ASPECT_FOOD', 'ASPECT_ROOM'})",frozenset({'ASPECT_CLEANLINESS'}),0.06067172264355363,0.23889490790899243,0.040628385698808236,0.6696428571428572,2.803085519922255,1.0,0.02613422010519656,2.303885684167375,0.68479815455594,0.15690376569037656,0.5659506863243519,0.41985544217687076
frozenset({'ASPECT_CLEANLINESS'}),"frozenset({'ASPECT_FOOD', 'ASPECT_ROOM'})",0.23889490790899243,0.06067172264355363,0.040628385698808236,0.17006802721088435,2.8030855199222544,1.0,0.02613422010519656,1.131813580093423,0.845153024911032,0.15690376569037656,0.11646227118298298,0.41985544217687076
"frozenset({'ASPECT_FOOD', 'SENTIMENT_POSITIVE'})",frozenset({'ASPECT_SERVICE'}),0.035211267605633804,0.3477789815817985,0.03412784398699892,0.9692307692307692,2.7869158878504674,1.0,0.02188210519890742,21.197183098591548,0.6645811609315257,0.09782608695652174,0.9528239202657806,0.5336808051761323
frozenset({'ASPECT_SERVICE'}),"frozenset({'ASPECT_FOOD', 'SENTIMENT_POSITIVE'})",0.3477789815817985,0.035211267605633804,0.03412784398699892,0.09813084112149532,2.786915887850467,1.0,0.02188210519890742,1.069765744727432,0.9830722986869165,0.09782608695652174,0.06521590831571049,0.5336808051761323
frozenset({'ASPECT_AMENITIES'}),"frozenset({'SENTIMENT_POSITIVE', 'ASPECT_PRICE'})",0.26706392199349943,0.047128927410617555,0.03466955579631636,0.12981744421906694,2.7545172646942246,1.0,0.022083119602689896,1.0950243328358171,0.8690525683665927,0.124031007751938,0.0867782842685603,0.4327248140635564
"frozenset({'SENTIMENT_POSITIVE', 'ASPECT_PRICE'})",frozenset({'ASPECT_AMENITIES'}),0.047128927410617555,0.26706392199349943,0.03466955579631636,0.7356321839080459,2.7545172646942246,1.0,0.022083119602689896,2.7724103820245882,0.6684639710062537,0.124031007751938,0.6393030387984129,0.4327248140635564
frozenset({'ASPECT_FOOD'}),"frozenset({'ASPECT_SERVICE', 'ASPECT_ROOM'})",0.10834236186348863,0.1706392199349946,0.04983748645720477,0.46,2.695746031746032,1.0,0.031350030342904164,1.5358532964166765,0.7054783665275504,0.21749408983451538,0.3488961463096016,0.37603174603174605
"frozenset({'ASPECT_SERVICE', 'ASPECT_ROOM'})",frozenset({'ASPECT_FOOD'}),0.1706392199349946,0.10834236186348863,0.04983748645720477,0.292063492063492,2.6957460317460313,1.0,0.031350030342904164,1.2595163946771348,0.7584698832817427,0.21749408983451538,0.2060444753032845,0.37603174603174605
"frozenset({'ASPECT_SERVICE', 'ASPECT_PRICE'})",frozenset({'ASPECT_AMENITIES'}),0.047670639219934995,0.26706392199349943,0.031960996749729145,0.6704545454545455,2.5104646874423757,1.0,0.019229888875716174,2.2240818918817955,0.6317849636528413,0.11302681992337167,0.5503762682254922,0.3950650009219989
frozenset({'ASPECT_AMENITIES'}),"frozenset({'ASPECT_SERVICE', 'ASPECT_PRICE'})",0.26706392199349943,0.047670639219934995,0.031960996749729145,0.11967545638945234,2.5104646874423753,1.0,0.019229888875716174,1.0817934904713642,0.8209001966753103,0.11302681992337167,0.07560915386514733,0.3950650009219989
frozenset({'ASPECT_PRICE'}),"frozenset({'SENTIMENT_POSITIVE', 'ASPECT_ROOM'})",0.14301191765980498,0.10184182015167931,0.03629469122426869,0.25378787878787884,2.4919809800128956,1.0,0.021730097226412063,1.203623144568308,0.6986244504405911,0.17402597402597406,0.16917516540556354,0.30508542875564154
"frozenset({'SENTIMENT_POSITIVE', 'ASPECT_ROOM'})",frozenset({'ASPECT_PRICE'}),0.10184182015167931,0.14301191765980498,0.03629469122426869,0.35638297872340424,2.491980980012895,1.0,0.021730097226412063,1.3315186733880715,0.6666006517472949,0.17402597402597406,0.24897786265701913,0.30508542875564154
frozenset({'ASPECT_FOOD'}),"frozenset({'ASPECT_SERVICE', 'SENTIMENT_POSITIVE'})",0.10834236186348863,0.13001083423618634,0.03412784398699892,0.315,2.4228750000000003,1.0,0.020042163138007982,1.2700571762975381,0.658624081467338,0.16710875331564987,0.21263387297633873,0.28875
"frozenset({'ASPECT_SERVICE', 'SENTIMENT_POSITIVE'})",frozenset({'ASPECT_FOOD'}),0.13001083423618634,0.10834236186348863,0.03412784398699892,0.2625,2.422875,1.0,0.020042163138007982,1.2090273059478118,0.6750281681788531,0.16710875331564987,0.17288882138517622,0.28875
"frozenset({'ASPECT_FOOD', 'ASPECT_ROOM'})",frozenset({'ASPECT_SERVICE'}),0.06067172264355363,0.3477789815817985,0.04983748645720477,0.8214285714285714,2.3619270137961728,1.0,0.028737136545416344,3.652437703141928,0.6138608896243919,0.1389728096676737,0.7262102515424773,0.48236537605696483
frozenset({'ASPECT_SERVICE'}),"frozenset({'ASPECT_FOOD', 'ASPECT_ROOM'})",0.3477789815817985,0.06067172264355363,0.04983748645720477,0.14330218068535824,2.3619270137961723,1.0,0.028737136545416344,1.096452280114252,0.8840820453560594,0.1389728096676737,0.08796760412062934,0.48236537605696483
"frozenset({'ASPECT_SERVICE', 'ASPECT_AMENITIES'})",frozenset({'SENTIMENT_POSITIVE'}),0.03683640303358613,0.40249187432286027,0.03412784398699892,0.9264705882352942,2.3018367508510806,1.0,0.01930149108669854,8.126110509209104,0.5871944578356276,0.08422459893048127,0.8769398965388513,0.5056309872535825
frozenset({'SENTIMENT_POSITIVE'}),"frozenset({'ASPECT_SERVICE', 'ASPECT_AMENITIES'})",0.40249187432286027,0.03683640303358613,0.03412784398699892,0.08479138627187079,2.3018367508510806,1.0,0.01930149108669854,1.0523978713912434,0.9465383010260617,0.08422459893048127,0.04978903209104245,0.5056309872535825
"frozenset({'ASPECT_AMENITIES', 'ASPECT_PRICE'})",frozenset({'ASPECT_SERVICE'}),0.041170097508125676,0.3477789815817985,0.031960996749729145,0.7763157894736843,2.2322101983931795,1.0,0.017642902166729858,2.9158116117519612,0.5757157904816624,0.08952959028831563,0.6570423150900507,0.434108050500082
frozenset({'ASPECT_SERVICE'}),"frozenset({'ASPECT_AMENITIES', 'ASPECT_PRICE'})",0.3477789815817985,0.041170097508125676,0.031960996749729145,0.09190031152647975,2.232210198393179,1.0,0.017642902166729858,1.0558641464833332,0.8463595923193873,0.08952959028831563,0.05290846049597832,0.434108050500082
frozenset({'ASPECT_FOOD'}),frozenset({'ASPECT_SERVICE'}),0.10834236186348863,0.3477789815817985,0.08342361863488625,0.77,2.21404984423676,1.0,0.04574442236383549,2.835743558340007,0.614965836107999,0.2238372093023256,0.647358803986711,0.5049376947040498
frozenset({'ASPECT_SERVICE'}),frozenset({'ASPECT_FOOD'}),0.3477789815817985,0.10834236186348863,0.08342361863488625,0.23987538940809972,2.21404984423676,1.0,0.04574442236383549,1.1730414009910661,0.8407257194632609,0.2238372093023256,0.1475151694090839,0.5049376947040498
frozenset({'ASPECT_PRICE'}),"frozenset({'SENTIMENT_POSITIVE', 'ASPECT_AMENITIES'})",0.14301191765980498,0.11267605633802817,0.03466955579631636,0.24242424242424243,2.1515151515151514,1.0,0.018555536905070728,1.171267605633803,0.6245259165613148,0.1568627450980392,0.1462241462241462,0.27505827505827507
"frozenset({'SENTIMENT_POSITIVE', 'ASPECT_AMENITIES'})",frozenset({'ASPECT_PRICE'}),0.11267605633802817,0.14301191765980498,0.03466955579631636,0.30769230769230765,2.1515151515151514,1.0,0.018555536905070728,1.2378716744913927,0.6031746031746033,0.1568627450980392,0.19216182048040453,0.27505827505827507
frozenset({'ASPECT_SERVICE'}),"frozenset({'SENTIMENT_POSITIVE', 'ASPECT_PRICE'})",0.3477789815817985,0.047128927410617555,0.03466955579631636,0.09968847352024922,2.1152289898664374,1.0,0.018279105418409276,1.0583792882394178,0.8083731312292356,0.0962406015037594,0.05515913707696422,0.41766032871414754
"frozenset({'SENTIMENT_POSITIVE', 'ASPECT_PRICE'})",frozenset({'ASPECT_SERVICE'}),0.047128927410617555,0.3477789815817985,0.03466955579631636,0.7356321839080459,2.115228989866437,1.0,0.018279105418409276,2.467096895755805,0.5533150938032972,0.0962406015037594,0.594665291938748,0.41766032871414754
frozenset({'SENTIMENT_POSITIVE'}),"frozenset({'ASPECT_AMENITIES', 'ASPECT_PRICE'})",0.40249187432286027,0.041170097508125676,0.03466955579631636,0.0861372812920592,2.0922292271729117,1.0,0.018098926084215934,1.049205622314378,0.8736967361740705,0.08476821192052979,0.04689797811589904,0.46412127222497696
"frozenset({'ASPECT_AMENITIES', 'ASPECT_PRICE'})",frozenset({'SENTIMENT_POSITIVE'}),0.041170097508125676,0.40249187432286027,0.03466955579631636,0.8421052631578947,2.0922292271729117,1.0,0.018098926084215934,3.7842181292885506,0.5444562146892655,0.08476821192052979,0.7357446199360594,0.46412127222497696
frozenset({'ASPECT_ROOM'}),frozenset({'ASPECT_CLEANLINESS'}),0.4848320693391116,0.23889490790899243,0.23889490790899243,0.4927374301675978,2.0625698324022346,1.0,0.12307099535289913,1.50041642603844,1.0,0.49273743016759775,0.3335183602059683,0.7463687150837989
frozenset({'ASPECT_CLEANLINESS'}),frozenset({'ASPECT_ROOM'}),0.23889490790899243,0.4848320693391116,0.23889490790899243,1.0,2.0625698324022346,1.0,0.12307099535289913,inf,0.6768683274021351,0.49273743016759775,1.0,0.7463687150837989
